_split,query_id,rows,unique_dates,minimum_date,maximum_date,applications,multi_date
dev,Q_b4316beabe73154ace7c,2,1,2017-02-22,2017-02-22,1,False
dev,Q_b46f1e8f5b6eb652822e,2,1,2016-10-12,2016-10-12,1,False
dev,Q_b4744c3c0d870d9cdb56,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b49c8fbb82001b88c43e,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b4c6b0cd20c3dfefc5fe,2,1,2017-04-26,2017-04-26,1,False
dev,Q_b4f5bcf93b7bfbd39e00,2,1,2017-04-12,2017-04-12,1,False
dev,Q_b537496aea8900d576ea,2,1,2016-12-21,2016-12-21,1,False
dev,Q_b53cd0465db86f7eb241,2,1,2017-03-08,2017-03-08,1,False
dev,Q_b56c04a60c7b17fc37ae,2,1,2016-12-21,2016-12-21,1,False
dev,Q_b57227d2c05b0a554e03,2,1,2016-12-28,2016-12-28,1,False
dev,Q_b5a6f22ff095ff5093c1,2,1,2017-01-04,2017-01-04,1,False
dev,Q_b5da09e452f45b002444,2,1,2017-03-29,2017-03-29,1,False
dev,Q_b5f155c23a28c0c0211d,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b6044d5d4a38209fbc1a,2,1,2016-10-19,2016-10-19,1,False
dev,Q_b627f04726f077d21463,2,1,2016-11-02,2016-11-02,1,False
dev,Q_b62930c4dd9e22842872,2,1,2017-03-01,2017-03-01,1,False
dev,Q_b6d83a04050e125ebb90,2,1,2017-01-25,2017-01-25,1,False
dev,Q_b6dfea1433c973cba0e1,2,1,2016-10-26,2016-10-26,1,False
dev,Q_b6f0edfda26b9837e48c,2,1,2016-10-05,2016-10-05,1,False
dev,Q_b74b5c08f2d8c22be15a,2,1,2016-12-28,2016-12-28,1,False
dev,Q_b74c25aa8d36d0308731,2,1,2016-12-14,2016-12-14,1,False
dev,Q_b767c90a2e88e5a8d8b3,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b7cc61817735e88297dd,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b829169dcf9f016a885f,2,1,2017-02-08,2017-02-08,1,False
dev,Q_b84c8b30773fae8ceec0,2,1,2017-01-11,2017-01-11,1,False
dev,Q_b86150859bd301acd99c,2,1,2017-04-19,2017-04-19,1,False
dev,Q_b864151d5e2df287ed53,2,1,2017-01-18,2017-01-18,1,False
dev,Q_b8837105d8519011dca3,2,1,2016-11-02,2016-11-02,1,False
dev,Q_b8ed053318e6dc6a9b27,2,1,2016-12-21,2016-12-21,1,False
dev,Q_b9010ec1733d4596d4fa,2,1,2016-12-14,2016-12-14,1,False
dev,Q_b909e2bc28a5a51189ff,2,1,2016-10-12,2016-10-12,1,False
dev,Q_b933d4922e2e18187d4e,2,1,2017-03-22,2017-03-22,1,False
dev,Q_b971d38e06a7d98752e6,2,1,2017-03-01,2017-03-01,1,False
dev,Q_b9bb3a6940c637b23642,2,1,2016-12-21,2016-12-21,1,False
dev,Q_b9c477debac5006a394e,2,1,2017-03-08,2017-03-08,1,False
dev,Q_b9ef83ab645ecab939f0,2,1,2017-01-11,2017-01-11,1,False
dev,Q_b9f31cb56be3406aa1a9,2,1,2016-09-28,2016-09-28,1,False
dev,Q_ba0c4ba60a2f7a92abd3,2,1,2017-05-03,2017-05-03,1,False
dev,Q_ba1873ab440cbebe5b55,2,1,2017-05-03,2017-05-03,1,False
dev,Q_ba71618089f77a239d2c,2,1,2016-11-23,2016-11-23,1,False
dev,Q_ba7c4d8aad414b4b3e45,2,1,2017-01-11,2017-01-11,1,False
dev,Q_ba97bdd3e78840ec1de3,2,1,2017-02-08,2017-02-08,1,False
dev,Q_ba9991378f32c7e2d708,2,1,2017-03-01,2017-03-01,1,False
dev,Q_baa0cf38507da44acf17,2,1,2017-01-04,2017-01-04,1,False
dev,Q_bab52fb2a5e7327a3e14,2,1,2017-01-11,2017-01-11,1,False
dev,Q_bafddf3ee0378d9cff3b,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bb09e45d6ecc092f74f2,2,1,2017-05-10,2017-05-10,1,False
dev,Q_bb18a899f9a4bff28807,2,1,2017-03-15,2017-03-15,1,False
dev,Q_bb25288fef86dc8b7777,2,1,2017-01-04,2017-01-04,1,False
dev,Q_bb32c4fdd47a07177732,2,1,2017-03-22,2017-03-22,1,False
dev,Q_bb340944a7177ea4a6e2,2,1,2016-12-07,2016-12-07,1,False
dev,Q_bb4e5fa742b8a263c99b,2,1,2016-11-02,2016-11-02,1,False
dev,Q_bb5716fbfb598f87427b,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bb5c69834b13e4edef9d,2,1,2017-03-22,2017-03-22,1,False
dev,Q_bb6db037e182545c6edc,2,1,2016-12-07,2016-12-07,1,False
dev,Q_bbc627629f735a168f1e,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bbe216a56f49ee1d6b0b,2,1,2017-01-04,2017-01-04,1,False
dev,Q_bbf5511edd887a675c04,2,1,2017-03-15,2017-03-15,1,False
dev,Q_bc0d76ca5e3c8dbf653f,2,1,2017-04-19,2017-04-19,1,False
dev,Q_bc7417a7f237719212c0,2,1,2017-03-01,2017-03-01,1,False
dev,Q_bc7449ad8a49893700fc,2,1,2016-10-19,2016-10-19,1,False
dev,Q_bc862c5f6332d38fa5f6,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bca76cb4cf0523a08d16,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bcd6bca5ec5abea37f62,2,1,2017-01-04,2017-01-04,1,False
dev,Q_bce6f676fdcb4799bf4d,2,1,2016-12-28,2016-12-28,1,False
dev,Q_bcf1f950ab0d329f72a9,2,1,2016-09-28,2016-09-28,1,False
dev,Q_bcf7f8b4c4fecc255166,2,1,2017-03-22,2017-03-22,1,False
dev,Q_bd11ced9682bdb655ad2,2,1,2016-10-12,2016-10-12,1,False
dev,Q_bda6f280e3aec828a743,2,1,2016-11-02,2016-11-02,1,False
dev,Q_bda7928dd75eaed85633,2,1,2017-01-11,2017-01-11,1,False
dev,Q_bdcf2b837f2974b799b9,2,1,2016-09-28,2016-09-28,1,False
dev,Q_be526b58cd252e9d4cdc,2,1,2016-09-28,2016-09-28,1,False
dev,Q_be54d78cc3148493a981,2,1,2016-12-28,2016-12-28,1,False
dev,Q_be7ed9622339644492c5,2,1,2017-05-03,2017-05-03,1,False
dev,Q_bebceef66bb77ff75196,2,1,2016-12-28,2016-12-28,1,False
dev,Q_bee66159a43dc18d04af,2,1,2016-12-28,2016-12-28,1,False
dev,Q_bef6ef0a36390137652a,2,1,2017-03-08,2017-03-08,1,False
dev,Q_bf031d1fac9915d81d55,2,1,2017-02-08,2017-02-08,1,False
dev,Q_bf27c8dd77067dbbb102,2,1,2016-10-12,2016-10-12,1,False
dev,Q_bf64e978602dc6f19491,2,1,2017-04-19,2017-04-19,1,False
dev,Q_bfa172f155c02c9e7018,2,1,2016-12-21,2016-12-21,1,False
dev,Q_bfd776dcdf01ae39fb05,2,1,2017-01-25,2017-01-25,1,False
dev,Q_c009c72c9455b59e73f2,2,1,2016-12-07,2016-12-07,1,False
dev,Q_c01804b43cc965fa092d,2,1,2016-09-28,2016-09-28,1,False
dev,Q_c04280ba378bcbabd30a,2,1,2017-02-15,2017-02-15,1,False
dev,Q_c068947530837dfe7889,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c08c6e7cb529a789a16e,2,1,2017-01-25,2017-01-25,1,False
dev,Q_c0ab1a362ac6665d5916,2,1,2017-03-29,2017-03-29,1,False
dev,Q_c0b402b51b4dad980e9e,2,1,2017-04-12,2017-04-12,1,False
dev,Q_c0bbfda2dab8e29e87eb,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c0cda12dd7addf731018,2,1,2016-10-19,2016-10-19,1,False
dev,Q_c0e5d3e2f8a4e7b6484f,2,1,2017-02-15,2017-02-15,1,False
dev,Q_c1426796defefdb57a95,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c163e4080ccc301593b6,2,1,2017-02-08,2017-02-08,1,False
dev,Q_c1698e23571ed17fd9cf,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c17347ce7254621dac09,2,1,2017-03-08,2017-03-08,1,False
dev,Q_c17944a0ea831f2e3d98,2,1,2017-01-11,2017-01-11,1,False
dev,Q_c1dac7f355d055373cea,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c1df41f1efc1567cef56,2,1,2017-02-01,2017-02-01,1,False
dev,Q_c1f646371d3faa3e19ea,2,1,2017-02-15,2017-02-15,1,False
dev,Q_c28b79080077d30253d4,2,1,2017-02-22,2017-02-22,1,False
dev,Q_c29c78bfecb0fd065e41,2,1,2016-11-23,2016-11-23,1,False
dev,Q_c2ba004e80238811d6b1,2,1,2016-12-21,2016-12-21,1,False
dev,Q_c2d1f0eb7750ca942484,2,1,2017-02-08,2017-02-08,1,False
dev,Q_c2efe9a473c6cd6a0de8,2,1,2016-11-02,2016-11-02,1,False
dev,Q_c30fca0eb1bcf33420f3,2,1,2016-10-05,2016-10-05,1,False
dev,Q_c3106731038be099e816,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c31988c9016184afb528,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c32255d6dbae98fb4c17,2,1,2017-01-04,2017-01-04,1,False
dev,Q_c325ec8d4bdc323ffbc5,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c32ed33ecb52843a6c05,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c35c25a41d7f30cb177e,2,1,2017-02-15,2017-02-15,1,False
dev,Q_c38013c49485460aa0a0,2,1,2016-11-23,2016-11-23,1,False
dev,Q_c3cdc2ae08006661934f,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c3ff39c899ae97b8429d,2,1,2017-05-10,2017-05-10,1,False
dev,Q_c4265f146a6f781550f8,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c45b3f2f68491c169efd,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c47366b863ec38b99d6c,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c4a9488dc04c4e1fe984,2,1,2016-12-14,2016-12-14,1,False
dev,Q_c4ba8226a9f9d777c865,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c4d97017fe3b9881c1ad,2,1,2016-12-07,2016-12-07,1,False
dev,Q_c50718387d9ac5363bba,2,1,2017-03-29,2017-03-29,1,False
dev,Q_c51e14fa531cbac3d709,2,1,2016-11-23,2016-11-23,1,False
dev,Q_c5d9e99cfe7b431e303a,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c631f09526b6936200aa,2,1,2017-01-11,2017-01-11,1,False
dev,Q_c6372390ea3c045dca5d,2,1,2017-03-29,2017-03-29,1,False
dev,Q_c674c30d54fe8a2db33b,2,1,2016-11-09,2016-11-09,1,False
dev,Q_c69401870255794060c1,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c6a275b40d1a31dd9bec,2,1,2017-01-11,2017-01-11,1,False
dev,Q_c6ab6ecfc4d71f2a42d0,2,1,2017-03-15,2017-03-15,1,False
dev,Q_c6cb1977db57f9aba754,2,1,2017-03-15,2017-03-15,1,False
dev,Q_c70fd332643291a8ef18,2,1,2016-12-21,2016-12-21,1,False
dev,Q_c73ce6bb46b73caac79e,2,1,2017-02-22,2017-02-22,1,False
dev,Q_c76496b4c60f7b28bcc5,2,1,2017-02-15,2017-02-15,1,False
dev,Q_c77c9850970e0306a432,2,1,2016-12-28,2016-12-28,1,False
dev,Q_c7c93b9f5e8bccdfc661,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c7dd665fa60214e62f9d,2,1,2016-11-16,2016-11-16,1,False
dev,Q_c7f710d2e5b342a34198,2,1,2017-03-29,2017-03-29,1,False
dev,Q_c80010c6716d5f7e7764,2,1,2016-12-07,2016-12-07,1,False
dev,Q_c81f7b7af77dae4c395c,2,1,2017-01-11,2017-01-11,1,False
dev,Q_c8287c0d2a7719cd2667,2,1,2017-04-19,2017-04-19,1,False
dev,Q_c850adc2b6698cc7a1c5,2,1,2017-02-22,2017-02-22,1,False
dev,Q_c8762172a751fe8a597f,2,1,2017-01-18,2017-01-18,1,False
dev,Q_c8885bdabeddc10e75c0,2,1,2016-11-02,2016-11-02,1,False
dev,Q_c89a13fa55ed1ea03d5b,2,1,2017-03-22,2017-03-22,1,False
dev,Q_c8e26511a20c37bfae1c,2,1,2016-12-28,2016-12-28,1,False
dev,Q_c8f06cbea778342c1c71,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c9321e70b7f488a032c7,2,1,2017-01-25,2017-01-25,1,False
dev,Q_c959b5aac3aa26e6456c,2,1,2016-11-23,2016-11-23,1,False
dev,Q_c991c9a5af7f6331b6c1,2,1,2016-12-14,2016-12-14,1,False
dev,Q_c9ce2edfe7825a4a911f,2,1,2017-05-03,2017-05-03,1,False
dev,Q_c9da7e8a7e38f0d27a97,2,1,2016-11-16,2016-11-16,1,False
dev,Q_c9ebbcb3ca58ff85dd8a,2,1,2017-02-08,2017-02-08,1,False
dev,Q_ca0fc21e2daab65ca807,2,1,2017-01-04,2017-01-04,1,False
dev,Q_ca37a41097e45c39d6e6,2,1,2016-12-28,2016-12-28,1,False
dev,Q_ca529af823fb19a1d861,2,1,2016-12-28,2016-12-28,1,False
dev,Q_ca7bd66f372d9a1032e6,2,1,2017-03-29,2017-03-29,1,False
dev,Q_ca86d643efac3a13f8a1,2,1,2017-04-19,2017-04-19,1,False
dev,Q_ca88c2db41e0e5fbe4b4,2,1,2016-12-28,2016-12-28,1,False
dev,Q_ca941823276f99d1614d,2,1,2017-05-03,2017-05-03,1,False
dev,Q_ca9527160b5c7fc36e96,2,1,2017-02-08,2017-02-08,1,False
dev,Q_caad459192a71ffefe4f,2,1,2016-11-16,2016-11-16,1,False
dev,Q_cad58afbc2ab1b51cc1b,2,1,2017-01-04,2017-01-04,1,False
dev,Q_cb324ef36c63858cf9bd,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cb4369139b6aafdcde86,2,1,2016-10-05,2016-10-05,1,False
dev,Q_cb455e74380f3348d8e0,2,1,2017-01-11,2017-01-11,1,False
dev,Q_cb4ad43b72bd811bc8f8,2,1,2017-02-22,2017-02-22,1,False
dev,Q_cb584cd5aaeb88c10de1,2,1,2016-12-07,2016-12-07,1,False
dev,Q_cb93ccee98667d03d3a8,2,1,2016-10-26,2016-10-26,1,False
dev,Q_cbeeb7bcdca7eaa03ce2,2,1,2016-11-02,2016-11-02,1,False
dev,Q_cbf133116d38c75d6914,2,1,2017-01-04,2017-01-04,1,False
dev,Q_cc03f2741d0c087fca98,2,1,2016-12-21,2016-12-21,1,False
dev,Q_cc3664934b6721151fde,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cc4395c0d3d6cf95a50c,2,1,2017-03-01,2017-03-01,1,False
dev,Q_cc6e342976407dd1af57,2,1,2017-03-01,2017-03-01,1,False
dev,Q_cc7230a466cce3b25c8b,2,1,2016-11-02,2016-11-02,1,False
dev,Q_cc7cc237df8ab5bce097,2,1,2016-12-28,2016-12-28,1,False
dev,Q_cccd867f11f3092255be,2,1,2017-05-10,2017-05-10,1,False
dev,Q_ccee3ad295cb414d053d,2,1,2016-12-28,2016-12-28,1,False
dev,Q_cd040b74a3c55bdfe0e9,2,1,2017-01-11,2017-01-11,1,False
dev,Q_cd52c5b5604ab105a47d,2,1,2017-03-22,2017-03-22,1,False
dev,Q_cd8aaf1e7dd69211d383,2,1,2017-01-11,2017-01-11,1,False
dev,Q_cda98bf8c3508146eb6c,2,1,2017-03-15,2017-03-15,1,False
dev,Q_cdd2b1f7f372002aee26,2,1,2016-11-23,2016-11-23,1,False
dev,Q_cdd84fdd8441862f3afd,2,1,2017-02-08,2017-02-08,1,False
dev,Q_cdd95087dbcf1ce1787f,2,1,2017-01-25,2017-01-25,1,False
dev,Q_cde5b579e1df8c33b80c,2,1,2017-01-25,2017-01-25,1,False
dev,Q_ce2844148f53aa6620d4,2,1,2016-11-16,2016-11-16,1,False
dev,Q_ce292531910fe0e6f6e1,2,1,2017-01-11,2017-01-11,1,False
dev,Q_ce3c8a24395e92cb35a0,2,1,2016-12-28,2016-12-28,1,False
dev,Q_ce843d81cec509f5382d,2,1,2016-11-02,2016-11-02,1,False
dev,Q_ce9959f6f23336e5f2d1,2,1,2017-03-15,2017-03-15,1,False
dev,Q_cea029ef0df08ff60e5a,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cf16d5704cf1b073e0e7,2,1,2017-01-11,2017-01-11,1,False
dev,Q_cf1ac6364306471fb542,2,1,2016-10-26,2016-10-26,1,False
dev,Q_cf2629353da021cbebbf,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cf36a1d3c69cdefcaac9,2,1,2017-01-04,2017-01-04,1,False
dev,Q_cf556d1c2468d870cf2c,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cf5c7e5909429484825b,2,1,2017-03-22,2017-03-22,1,False
dev,Q_cf921e4281eb0ebe2109,2,1,2016-11-16,2016-11-16,1,False
dev,Q_cfa33d61104dd1d5bf64,2,1,2016-10-05,2016-10-05,1,False
dev,Q_cfabcd7587b0e37906a2,2,1,2017-04-26,2017-04-26,1,False
dev,Q_cfeefc2d0ab48193ac78,2,1,2017-04-12,2017-04-12,1,False
dev,Q_cff251fc79aa3325bfc4,2,1,2017-04-19,2017-04-19,1,False
dev,Q_cff5fc31b70b88c35663,2,1,2016-10-05,2016-10-05,1,False
dev,Q_d005d4738edc14ee56aa,2,1,2017-04-26,2017-04-26,1,False
dev,Q_d01607c43b2232ca7aa0,2,1,2016-10-19,2016-10-19,1,False
dev,Q_d01f051bdbcbfee03f57,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d021515ad7b47b86a2ce,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d064e1a76e7eceb6a385,2,1,2017-02-15,2017-02-15,1,False
dev,Q_d081eb42121a46f7288f,2,1,2016-10-26,2016-10-26,1,False
dev,Q_d087805d5cbb3cad88ec,2,1,2017-03-08,2017-03-08,1,False
dev,Q_d09dd228484bc2adce10,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d0a5a3a54c7c875015fc,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d0a7676cf9291681ff6d,2,1,2016-11-09,2016-11-09,1,False
dev,Q_d0e7dc2891b6cb6fe349,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d120b11ff05641300acb,2,1,2016-10-05,2016-10-05,1,False
dev,Q_d151a360d739894aba07,2,1,2017-03-22,2017-03-22,1,False
dev,Q_d17f23b1bf0764febdf9,2,1,2017-03-15,2017-03-15,1,False
dev,Q_d1903a85a5dac4536803,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d1b276c0ebf9f17a4b20,2,1,2017-03-29,2017-03-29,1,False
dev,Q_d1c6407e5ee1f3e71832,2,1,2016-09-28,2016-09-28,1,False
dev,Q_d1c8b893b53cd703f23a,2,1,2016-10-26,2016-10-26,1,False
dev,Q_d1d1eec4834486f6a3ee,2,1,2017-01-04,2017-01-04,1,False
dev,Q_d22818b05aa3b3bd3117,2,1,2017-03-29,2017-03-29,1,False
dev,Q_d24852c81d4da746d9c5,2,1,2017-03-29,2017-03-29,1,False
dev,Q_d2524f3518bb966db409,2,1,2017-02-08,2017-02-08,1,False
dev,Q_d33df66b867b240ed6f6,2,1,2017-02-22,2017-02-22,1,False
dev,Q_d3483860521b4b07ab83,2,1,2017-05-10,2017-05-10,1,False
dev,Q_d3511c1b80a66b4c8106,2,1,2016-10-19,2016-10-19,1,False
dev,Q_d37efb3f20bfd6c3215b,2,1,2017-03-01,2017-03-01,1,False
dev,Q_d384a65ff87a9f32ffeb,2,1,2017-05-10,2017-05-10,1,False
dev,Q_d38532d82898413fddc1,2,1,2016-12-07,2016-12-07,1,False
dev,Q_d3d8611e6c90edd414db,2,1,2016-11-23,2016-11-23,1,False
dev,Q_d43e1303f36478da0536,2,1,2017-05-10,2017-05-10,1,False
dev,Q_d4667c19924b70f0af93,2,1,2017-02-15,2017-02-15,1,False
dev,Q_d4a26283cc31d1d3c6d2,2,1,2017-03-29,2017-03-29,1,False
dev,Q_d4aaadfcb4c1513eb9ee,2,1,2016-11-23,2016-11-23,1,False
dev,Q_d4af5e458a1c713ce4f2,2,1,2016-11-30,2016-11-30,1,False
dev,Q_d4c4ef038cfad9f46425,2,1,2017-03-15,2017-03-15,1,False
dev,Q_d4dec59fe1372a31ec90,2,1,2017-03-22,2017-03-22,1,False
dev,Q_d4ec29e9c0ab83e81132,2,1,2016-12-21,2016-12-21,1,False
dev,Q_d4f95ee7c735a2a540f1,2,1,2017-03-01,2017-03-01,1,False
dev,Q_d513d4697d7f83eb4217,2,1,2016-12-07,2016-12-07,1,False
dev,Q_d57ac6377d11cd5c50e0,2,1,2017-03-22,2017-03-22,1,False
dev,Q_d5a1264aa7d8ff277d80,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d5b2cdbc65932dd6589d,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d5cf8b507d9cefa99390,2,1,2017-02-15,2017-02-15,1,False
dev,Q_d5fef5c40af112cb8367,2,1,2017-03-22,2017-03-22,1,False
dev,Q_d60cc68fe93213f7014b,2,1,2017-02-08,2017-02-08,1,False
dev,Q_d62a4d95191c62e71215,2,1,2016-12-28,2016-12-28,1,False
dev,Q_d6816feec7992293f68e,2,1,2016-12-07,2016-12-07,1,False
dev,Q_d68d1d333b194fcb5ac2,2,1,2017-01-04,2017-01-04,1,False
dev,Q_d69e53ebea3cbca7b593,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d6d19b4b11e50224d3fb,2,1,2017-04-26,2017-04-26,1,False
dev,Q_d71780bb12cb4ee27562,2,1,2017-03-15,2017-03-15,1,False
dev,Q_d727f95c9983f740d5d4,2,1,2016-09-28,2016-09-28,1,False
dev,Q_d74257fe1e5eae91547c,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d744b1277db25a37959b,2,1,2017-03-08,2017-03-08,1,False
dev,Q_d7c359d7ff73457cc583,2,1,2017-03-29,2017-03-29,1,False
dev,Q_d7cdd5e4df5b5f86cc0b,2,1,2016-12-07,2016-12-07,1,False
dev,Q_d80f1aae1b63d83868ab,2,1,2016-12-21,2016-12-21,1,False
dev,Q_d87ee13c90ca49ab396c,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d8b52b659884b53dbdbc,2,1,2017-01-04,2017-01-04,1,False
dev,Q_d8d9f5e107fe84b7f02c,2,1,2017-05-10,2017-05-10,1,False
dev,Q_d8e9f85dfced6e4c1c56,2,1,2016-12-21,2016-12-21,1,False
dev,Q_d8f8bc2ba4217a5e3a39,2,1,2017-05-03,2017-05-03,1,False
dev,Q_d8fc4edc8302213d3e1c,2,1,2016-11-02,2016-11-02,1,False
dev,Q_d901604618a0236301cc,2,1,2017-01-18,2017-01-18,1,False
dev,Q_d9b59338b89977a4063a,2,1,2016-10-26,2016-10-26,1,False
dev,Q_d9cdff6dab1822677792,2,1,2017-03-29,2017-03-29,1,False
dev,Q_da5371bf89af10d1c612,2,1,2016-12-28,2016-12-28,1,False
dev,Q_da5fde0518eeaeb9c43d,2,1,2016-12-14,2016-12-14,1,False
dev,Q_da6ecf4f096152bb21c4,2,1,2016-12-21,2016-12-21,1,False
dev,Q_da769cd3c1c4bef93430,2,1,2016-09-28,2016-09-28,1,False
dev,Q_dac1c2c23dd3dd6bbf3c,2,1,2017-04-19,2017-04-19,1,False
dev,Q_dac24908f340e2e2e3b4,2,1,2016-10-19,2016-10-19,1,False
dev,Q_db02cde2c880abbf9051,2,1,2017-01-11,2017-01-11,1,False
dev,Q_db1304e4af6cbfff07ce,2,1,2017-03-08,2017-03-08,1,False
dev,Q_db16cf594f51c05f0412,2,1,2016-12-14,2016-12-14,1,False
dev,Q_db50a2af26b32da834ab,2,1,2016-09-28,2016-09-28,1,False
dev,Q_db85830741f75fe12052,2,1,2016-12-28,2016-12-28,1,False
dev,Q_dbae7bc40ddc51dcec4b,2,1,2016-12-21,2016-12-21,1,False
dev,Q_dbd61b9d9231d1105f1c,2,1,2017-02-22,2017-02-22,1,False
dev,Q_dbdab65b03ca35f695aa,2,1,2016-12-14,2016-12-14,1,False
dev,Q_dbe3c86f9ab3272214a0,2,1,2017-01-04,2017-01-04,1,False
dev,Q_dc320512e645f7a97888,2,1,2017-03-29,2017-03-29,1,False
dev,Q_dc4ab919c7e71255aa4c,2,1,2016-12-14,2016-12-14,1,False
dev,Q_dc500afa23067a3e156c,2,1,2017-03-01,2017-03-01,1,False
dev,Q_dc80d4bb582392bf8189,2,1,2017-04-19,2017-04-19,1,False
dev,Q_dcc6c6fbf4ac0f1f53a5,2,1,2017-01-04,2017-01-04,1,False
dev,Q_dcf7bc267e81e958c812,2,1,2016-10-05,2016-10-05,1,False
dev,Q_dd2e424762f4c9a2345f,2,1,2017-03-29,2017-03-29,1,False
dev,Q_dd3ec5ba0ca411e19ca3,2,1,2016-10-19,2016-10-19,1,False
dev,Q_dd40611402f8a57968fc,4,1,2016-12-21,2016-12-21,2,False
dev,Q_dd4ca58e976e06137c6e,2,1,2017-04-26,2017-04-26,1,False
dev,Q_dd62f3c826702132206f,2,1,2016-11-02,2016-11-02,1,False
dev,Q_dd90f3943e8e5f8fff8a,2,1,2017-02-08,2017-02-08,1,False
dev,Q_dd9537029daa4c5c7baa,2,1,2016-12-14,2016-12-14,1,False
dev,Q_dda1efe23ea8f2b65f4b,2,1,2016-12-21,2016-12-21,1,False
dev,Q_ddb99609133f3a98522a,2,1,2017-03-29,2017-03-29,1,False
dev,Q_ddc6fcabe9c9503bb70b,2,1,2016-11-02,2016-11-02,1,False
dev,Q_de11111ced8a6e4bd4f3,2,1,2016-11-02,2016-11-02,1,False
dev,Q_de1b85d5a5ff630da1e3,2,1,2016-12-21,2016-12-21,1,False
dev,Q_df093f54a7106339b641,2,1,2017-04-26,2017-04-26,1,False
dev,Q_df6dfcb052346f2802eb,2,1,2016-12-14,2016-12-14,1,False
dev,Q_df7215782311bfce83e5,2,1,2017-01-04,2017-01-04,1,False
dev,Q_df95a078dca732641b20,2,1,2016-09-28,2016-09-28,1,False
dev,Q_df97fad4c2a901a8fe68,2,1,2016-12-21,2016-12-21,1,False
dev,Q_df9f18d12ff1821dedba,2,1,2016-10-19,2016-10-19,1,False
dev,Q_dfc41a27d504a9dd0036,2,1,2017-04-26,2017-04-26,1,False
dev,Q_dfdb67d494a864264986,2,1,2016-12-28,2016-12-28,1,False
dev,Q_dfe21ded3900ef76ae88,2,1,2017-05-03,2017-05-03,1,False
dev,Q_dfe50514918f58d0a049,2,1,2017-03-08,2017-03-08,1,False
dev,Q_dff4e1f05764853f8e05,2,1,2017-03-15,2017-03-15,1,False
dev,Q_dff7e1141b84dfb9a960,2,1,2016-12-07,2016-12-07,1,False
dev,Q_e00da21a8e2209d26ea9,2,1,2016-09-28,2016-09-28,1,False
dev,Q_e01ae03c6e55d86e6304,2,1,2016-12-28,2016-12-28,1,False
dev,Q_e04458b9b7161d5d2c38,2,1,2017-05-03,2017-05-03,1,False
dev,Q_e054b4c396ba2c1c71a5,2,1,2016-12-28,2016-12-28,1,False
dev,Q_e0a7a445788fee074c01,2,1,2016-12-28,2016-12-28,1,False
dev,Q_e0eb837919f44f8bd404,2,1,2017-04-19,2017-04-19,1,False
dev,Q_e130b2d61f5d9f845652,2,1,2016-12-14,2016-12-14,1,False
dev,Q_e142e656105178fc991a,2,1,2017-05-03,2017-05-03,1,False
dev,Q_e14ecedaba65f6620382,2,1,2017-02-15,2017-02-15,1,False
dev,Q_e172094bdd63d9e9cfb9,2,1,2017-01-04,2017-01-04,1,False
dev,Q_e1c9a787dd9930bb98f9,2,1,2016-10-26,2016-10-26,1,False
